N,M,Max Precision (bits),Min Precision (bits),Network,Layer,Cycles,Memory wait cycles,WBUF Read,WBUF Write,OBUF Read,OBUF Write,IBUF Read,IBUF Write,DRAM Read,DRAM Write,Bandwidth (bits/cycle),WBUF Size (bits),OBUF Size (bits),IBUF Size (bits),Timesteps,in_sparsity_util,out_sparsity_util,best_tiling,TW,Speed,best_order
1,1,8,8,DVS128Gesture,conv4/Convolution,122683417,25,245366784,1179648,8192,1056768,29491200,3276800,4464640,8192,1024,65536,65536,131072,100,0.0,0.8369265825320513,"{'B/b': (1, 100), 'OW/ow': (4, 2), 'OH/oh': (4, 2), 'IC/ic': (128, 1), 'OC/oc': (4, 32)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,DVS128Gesture,fc5/MatMul,852046,78,851968,65536,512,1024,12800,12800,78848,512,1024,65536,65536,131072,100,0.0,0.7122395833333333,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 128), 'OC/oc': (1, 512)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,DVS128Gesture,fc6/MatMul,73273,57,73216,5632,11,22,51200,51200,56843,11,1024,65536,65536,131072,100,0.0,0.779020979020979,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 11)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv1/Convolution,1502871963,411,751435776,294912,200704,13045760,180633600,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.5592464524872449,"{'B/b': (1, 100), 'OW/ow': (14, 4), 'OH/oh': (14, 4), 'IC/ic': (64, 1), 'OC/oc': (1, 64)}",8,True,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
1,1,8,8,ImageNetSNN,conv2/Convolution,1502871959,407,187858944,294912,200704,13045760,180633600,31360000,31855616,200704,1024,65536,65536,131072,100,0.0,0.4435433428178964,"{'B/b': (1, 100), 'OW/ow': (7, 8), 'OH/oh': (7, 8), 'IC/ic': (64, 1), 'OC/oc': (1, 64)}",8,True,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
1,1,8,8,ImageNetSNN,conv3/Convolution,1502871959,407,187858944,294912,200704,13045760,180633600,31360000,31855616,200704,1024,65536,65536,131072,100,0.0,0.5953075941915227,"{'B/b': (1, 100), 'OW/ow': (7, 8), 'OH/oh': (7, 8), 'IC/ic': (64, 1), 'OC/oc': (1, 64)}",8,True,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
1,1,8,8,ImageNetSNN,conv4/Convolution,1502871959,407,187858944,294912,200704,13045760,180633600,31360000,31855616,200704,1024,65536,65536,131072,100,0.0,0.41383407329277866,"{'B/b': (1, 100), 'OW/ow': (7, 8), 'OH/oh': (7, 8), 'IC/ic': (64, 1), 'OC/oc': (1, 64)}",8,True,"('OW/ow', 'OH/oh', 'IC/ic', 'OC/oc', 'B/b')"
1,1,8,8,ImageNetSNN,conv5/Convolution,3005743126,22,375717888,589824,401408,26091520,23121100800,31360000,32351232,401408,1024,65536,65536,131072,100,0.0,0.69461112269427,"{'B/b': (1, 100), 'OW/ow': (7, 8), 'OH/oh': (7, 8), 'IC/ic': (64, 1), 'OC/oc': (128, 1)}",8,True,"('OC/oc', 'OW/ow', 'OH/oh', 'IC/ic', 'B/b')"
1,1,8,8,ImageNetSNN,conv6/Convolution,1502871773,221,3005743104,1179648,100352,12945408,361267200,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7003915448390895,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (128, 1), 'OC/oc': (4, 32)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv7/Convolution,1502871773,221,3005743104,1179648,100352,12945408,361267200,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7393773915816326,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (128, 1), 'OC/oc': (4, 32)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv8/Convolution,1502871773,221,3005743104,1179648,100352,12945408,361267200,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.605221926510989,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (128, 1), 'OC/oc': (4, 32)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv9/Convolution,3005743521,417,6011486208,2359296,200704,25890816,722534400,40140800,42700800,200704,1024,65536,65536,131072,100,0.0,0.7407050260007849,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (128, 1), 'OC/oc': (8, 32)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv10/Convolution,1502871663,111,3005743104,4718592,50176,12895232,722534400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6952588427197802,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (256, 1), 'OC/oc': (16, 16)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv11/Convolution,1502871663,111,3005743104,4718592,50176,12895232,722534400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.7896282010400314,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (256, 1), 'OC/oc': (16, 16)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv12/Convolution,1502871663,111,3005743104,4718592,50176,12895232,722534400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6520585998822606,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (256, 1), 'OC/oc': (16, 16)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv13/Convolution,3005743313,209,6011486208,9437184,100352,25790464,1445068800,20070400,29607936,100352,1024,65536,65536,131072,100,0.0,0.8199782917974883,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (256, 1), 'OC/oc': (32, 16)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv14/Convolution,1502871609,57,12022972416,18874368,25088,12870144,722534400,22579200,41478656,25088,1024,65536,65536,131072,100,0.0,0.7967002305729984,"{'B/b': (1, 100), 'OW/ow': (7, 1), 'OH/oh': (7, 1), 'IC/ic': (512, 1), 'OC/oc': (32, 16)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv15/Convolution,1502871609,57,12022972416,18874368,25088,12870144,722534400,22579200,41478656,25088,1024,65536,65536,131072,100,0.0,0.835275215855573,"{'B/b': (1, 100), 'OW/ow': (7, 1), 'OH/oh': (7, 1), 'IC/ic': (512, 1), 'OC/oc': (32, 16)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
1,1,8,8,ImageNetSNN,conv16/Convolution,1502871609,57,12022972416,18874368,25088,12870144,722534400,22579200,41478656,25088,1024,65536,65536,131072,100,0.07692307233810425,0.7710305877158556,"{'B/b': (1, 100), 'OW/ow': (7, 1), 'OH/oh': (7, 1), 'IC/ic': (512, 1), 'OC/oc': (32, 16)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,CIFAR10SNN,conv0/Convolution,246415439,79,245366784,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.686663921062763,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,CIFAR10SNN,conv1/Convolution,15704522993,241,62813896704,1179648,2097152,4194304,241591910400,838860800,842137600,2097152,1024,65536,65536,131072,100,0.0,0.6732940673828125,"{'B/b': (1, 100), 'OW/ow': (64, 2), 'OH/oh': (64, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,CIFAR10SNN,conv2/Convolution,3926130905,217,15703474176,1179648,524288,1048576,60397977600,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8752893301156851,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,CIFAR10SNN,conv3/Convolution,3926130905,217,15703474176,1179648,524288,1048576,60397977600,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8919536884014423,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,CIFAR10SNN,fc4/MatMul,872432022,406,872415232,67108864,512,33280,6710886400,13107200,80216576,512,1024,65536,65536,131072,100,0.0,0.9260817307692307,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (32, 4096), 'OC/oc': (512, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,CIFAR10SNN,fc5/MatMul,66627,57,66560,5120,10,30,51200,51200,56330,10,1024,65536,65536,131072,100,0.0,0.8369230769230769,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 10)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,DVS128Gesture,conv0/Convolution,246415439,79,245366784,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.9608177038339468,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,DVS128Gesture,conv1/Convolution,3926130905,217,15703474176,1179648,524288,1048576,60397977600,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.9522491357265375,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,DVS128Gesture,conv2/Convolution,981533137,465,3925868544,1179648,131072,262144,15099494400,52428800,53739520,131072,1024,65536,65536,131072,100,0.0,0.8379847208658854,"{'B/b': (1, 100), 'OW/ow': (16, 2), 'OH/oh': (16, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,DVS128Gesture,conv3/Convolution,245383441,273,981467136,1179648,32768,65536,3774873600,13107200,14319616,32768,1024,65536,65536,131072,100,0.0,0.8815777118389423,"{'B/b': (1, 100), 'OW/ow': (8, 2), 'OH/oh': (8, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,DVS128Gesture,conv4/Convolution,61346017,225,245366784,1179648,8192,16384,943718400,3276800,4464640,8192,1024,65536,65536,131072,100,0.0,0.8369265825320513,"{'B/b': (1, 100), 'OW/ow': (4, 2), 'OH/oh': (4, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,DVS128Gesture,fc5/MatMul,852558,78,851968,65536,512,1536,12800,12800,78848,512,1024,65536,65536,131072,100,0.0,0.7122395833333333,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 128), 'OC/oc': (1, 512)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,DVS128Gesture,fc6/MatMul,73284,57,73216,5632,11,33,51200,51200,56843,11,1024,65536,65536,131072,100,0.0,0.779020979020979,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 11)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv1/Convolution,751536750,622,3005743104,294912,200704,401408,11560550400,180633600,181129216,200704,1024,65536,65536,131072,100,0.0,0.5592464524872449,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (64, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv2/Convolution,751536625,497,3005743104,294912,200704,401408,11560550400,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.4435433428178964,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (64, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv3/Convolution,751536625,497,3005743104,294912,200704,401408,11560550400,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.5953075941915227,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (64, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv4/Convolution,751536625,497,3005743104,294912,200704,401408,11560550400,80281600,80777216,200704,1024,65536,65536,131072,100,0.0,0.41383407329277866,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (64, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv5/Convolution,1503072368,112,6011486208,589824,401408,802816,23121100800,80281600,81272832,401408,1024,65536,65536,131072,100,0.0,0.69461112269427,"{'B/b': (1, 100), 'OW/ow': (28, 2), 'OH/oh': (28, 2), 'IC/ic': (1, 64), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,ImageNetSNN,conv6/Convolution,751486357,405,3005743104,1179648,100352,200704,11560550400,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7003915448390895,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv7/Convolution,751486357,405,3005743104,1179648,100352,200704,11560550400,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.7393773915816326,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv8/Convolution,751486357,405,3005743104,1179648,100352,200704,11560550400,40140800,41420800,100352,1024,65536,65536,131072,100,0.0,0.605221926510989,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv9/Convolution,1502972505,601,6011486208,2359296,200704,401408,23121100800,40140800,42700800,200704,1024,65536,65536,131072,100,0.0,0.7407050260007849,"{'B/b': (1, 100), 'OW/ow': (14, 2), 'OH/oh': (14, 2), 'IC/ic': (1, 128), 'OC/oc': (256, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv10/Convolution,751461380,516,3005743104,4718592,50176,100352,11560550400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6952588427197802,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (256, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv11/Convolution,751461380,516,3005743104,4718592,50176,100352,11560550400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.7896282010400314,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (256, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv12/Convolution,751461380,516,3005743104,4718592,50176,100352,11560550400,20070400,24839168,50176,1024,65536,65536,131072,100,0.0,0.6520585998822606,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (256, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv13/Convolution,1502922342,614,6011486208,9437184,100352,200704,23121100800,20070400,29607936,100352,1024,65536,65536,131072,100,0.0,0.8199782917974883,"{'B/b': (1, 100), 'OW/ow': (7, 2), 'OH/oh': (7, 2), 'IC/ic': (1, 256), 'OC/oc': (512, 1)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
2,1,8,8,ImageNetSNN,conv14/Convolution,766874161,561,245366784,18874368,25088,229888,11560550400,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.7967002305729984,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (512, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,ImageNetSNN,conv15/Convolution,766874161,561,245366784,18874368,25088,229888,11560550400,4147200,23046656,25088,1024,65536,65536,131072,100,0.0,0.835275215855573,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (512, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
2,1,8,8,ImageNetSNN,conv16/Convolution,766874161,561,245366784,18874368,25088,229888,11560550400,4147200,23046656,25088,1024,65536,65536,131072,100,0.07692307233810425,0.7710305877158556,"{'B/b': (1, 100), 'OW/ow': (1, 7), 'OH/oh': (1, 7), 'IC/ic': (8, 64), 'OC/oc': (512, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,1,8,8,CIFAR10SNN,conv0/Convolution,124256335,79,245366784,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.686663921062763,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,1,8,8,CIFAR10SNN,conv1/Convolution,7853310193,241,62813896704,1179648,2097152,4194304,241591910400,838860800,842137600,2097152,1024,65536,65536,131072,100,0.0,0.6732940673828125,"{'B/b': (1, 100), 'OW/ow': (64, 2), 'OH/oh': (64, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,1,8,8,CIFAR10SNN,conv2/Convolution,1963327705,217,15703474176,1179648,524288,1048576,60397977600,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8752893301156851,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,1,8,8,CIFAR10SNN,conv3/Convolution,1963327705,217,15703474176,1179648,524288,1048576,60397977600,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.8919536884014423,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,1,8,8,CIFAR10SNN,fc4/MatMul,872464790,406,872415232,67108864,512,66048,6710886400,13107200,80216576,512,1024,65536,65536,131072,100,0.0,0.9260817307692307,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (32, 4096), 'OC/oc': (512, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,1,8,8,CIFAR10SNN,fc5/MatMul,66647,57,66560,5120,10,50,51200,51200,56330,10,1024,65536,65536,131072,100,0.0,0.8369230769230769,"{'B/b': (1, 100), 'OW/ow': (1, 1), 'OH/oh': (1, 1), 'IC/ic': (1, 512), 'OC/oc': (1, 10)}",8,True,"('OW/ow', 'OC/oc', 'IC/ic', 'OH/oh', 'B/b')"
4,1,8,8,DVS128Gesture,conv0/Convolution,124256335,79,245366784,18432,2097152,4194304,117964800,29491200,31606784,2097152,1024,65536,65536,131072,100,0.0,0.9608177038339468,"{'B/b': (1, 100), 'OW/ow': (32, 4), 'OH/oh': (32, 4), 'IC/ic': (1, 2), 'OC/oc': (4, 32)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
4,1,8,8,DVS128Gesture,conv1/Convolution,1963327705,217,15703474176,1179648,524288,1048576,60397977600,209715200,211419136,524288,1024,65536,65536,131072,100,0.0,0.9522491357265375,"{'B/b': (1, 100), 'OW/ow': (32, 2), 'OH/oh': (32, 2), 'IC/ic': (1, 128), 'OC/oc': (128, 1)}",8,True,"('IC/ic', 'OC/oc', 'B/b', 'OW/ow', 'OH/oh')"
